timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621216961585,96,Petición HTTP,200,OK,Grupo de Hilos 1-32,text,true,,11228,116,106,106,http://35.209.247.216/,89,0,0
1621216961585,96,Petición HTTP,200,OK,Grupo de Hilos 1-43,text,true,,11228,116,106,106,http://35.209.247.216/,93,0,0
1621216961583,99,Petición HTTP,200,OK,Grupo de Hilos 1-33,text,true,,11228,116,106,106,http://35.209.247.216/,93,0,0
1621216961585,101,Petición HTTP,200,OK,Grupo de Hilos 1-42,text,true,,11228,116,106,106,http://35.209.247.216/,98,0,0
1621216961585,104,Petición HTTP,200,OK,Grupo de Hilos 1-29,text,true,,11228,116,106,106,http://35.209.247.216/,89,0,0
1621216961583,106,Petición HTTP,200,OK,Grupo de Hilos 1-41,text,true,,11228,116,106,106,http://35.209.247.216/,95,0,0
1621216961585,104,Petición HTTP,200,OK,Grupo de Hilos 1-27,text,true,,11228,116,106,106,http://35.209.247.216/,99,0,0
1621216961589,101,Petición HTTP,200,OK,Grupo de Hilos 1-40,text,true,,11228,116,106,106,http://35.209.247.216/,97,0,0
1621216961589,103,Petición HTTP,200,OK,Grupo de Hilos 1-24,text,true,,11228,116,106,106,http://35.209.247.216/,95,0,0
1621216961589,105,Petición HTTP,200,OK,Grupo de Hilos 1-62,text,true,,11228,116,106,106,http://35.209.247.216/,95,0,0
1621216961593,101,Petición HTTP,200,OK,Grupo de Hilos 1-44,text,true,,11228,116,106,106,http://35.209.247.216/,96,0,0
1621216961590,106,Petición HTTP,200,OK,Grupo de Hilos 1-2,text,true,,11228,116,106,106,http://35.209.247.216/,100,0,0
1621216961597,101,Petición HTTP,200,OK,Grupo de Hilos 1-26,text,true,,11228,116,106,106,http://35.209.247.216/,97,0,0
1621216961594,104,Petición HTTP,200,OK,Grupo de Hilos 1-45,text,true,,11228,116,106,106,http://35.209.247.216/,104,0,0
1621216961593,108,Petición HTTP,200,OK,Grupo de Hilos 1-6,text,true,,11228,116,106,106,http://35.209.247.216/,101,0,0
1621216961596,105,Petición HTTP,200,OK,Grupo de Hilos 1-8,text,true,,11228,116,106,106,http://35.209.247.216/,102,0,0
1621216961596,105,Petición HTTP,200,OK,Grupo de Hilos 1-5,text,true,,11228,116,106,106,http://35.209.247.216/,100,0,0
1621216961600,103,Petición HTTP,200,OK,Grupo de Hilos 1-15,text,true,,11228,116,107,107,http://35.209.247.216/,101,0,0
1621216961609,97,Petición HTTP,200,OK,Grupo de Hilos 1-35,text,true,,11228,116,107,107,http://35.209.247.216/,94,0,0
1621216961611,96,Petición HTTP,200,OK,Grupo de Hilos 1-67,text,true,,11228,116,107,107,http://35.209.247.216/,93,0,0
1621216961603,104,Petición HTTP,200,OK,Grupo de Hilos 1-3,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961603,106,Petición HTTP,200,OK,Grupo de Hilos 1-1,text,true,,11228,116,107,107,http://35.209.247.216/,104,0,0
1621216961606,106,Petición HTTP,200,OK,Grupo de Hilos 1-23,text,true,,11228,116,107,107,http://35.209.247.216/,104,0,0
1621216961616,98,Petición HTTP,200,OK,Grupo de Hilos 1-51,text,true,,11228,116,107,107,http://35.209.247.216/,95,0,0
1621216961608,106,Petición HTTP,200,OK,Grupo de Hilos 1-13,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961608,108,Petición HTTP,200,OK,Grupo de Hilos 1-21,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961612,105,Petición HTTP,200,OK,Grupo de Hilos 1-34,text,true,,11228,116,107,107,http://35.209.247.216/,98,0,0
1621216961616,102,Petición HTTP,200,OK,Grupo de Hilos 1-68,text,true,,11228,116,107,107,http://35.209.247.216/,101,0,0
1621216961615,105,Petición HTTP,200,OK,Grupo de Hilos 1-14,text,true,,11228,116,107,107,http://35.209.247.216/,102,0,0
1621216961617,104,Petición HTTP,200,OK,Grupo de Hilos 1-25,text,true,,11228,116,107,107,http://35.209.247.216/,103,0,0
1621216961620,103,Petición HTTP,200,OK,Grupo de Hilos 1-48,text,true,,11228,116,107,107,http://35.209.247.216/,100,0,0
1621216961620,103,Petición HTTP,200,OK,Grupo de Hilos 1-53,text,true,,11228,116,107,107,http://35.209.247.216/,100,0,0
1621216961624,103,Petición HTTP,200,OK,Grupo de Hilos 1-58,text,true,,11228,116,107,107,http://35.209.247.216/,101,0,0
1621216961627,103,Petición HTTP,200,OK,Grupo de Hilos 1-70,text,true,,11228,116,107,107,http://35.209.247.216/,97,0,0
